"disaster_number","historic","classification_key","disaster_group","disaster_subgroup","disaster_type","disaster_subtype","origin","associated_types","ofda_bha_response","appeal","declaration","magnitude","magnitude_scale","start_date","end_date","entry_date","last_update"
"2021-0267-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains","Flood","No","No","No",NULL,NULL,"2021-04-29","2021-05-01","2021-05-17","2023-09-25"
"2021-0270-YEM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-05-01","2021-05-17","2021-05-17","2023-09-25"
"2021-0272-TJK","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-05-07","2021-05-13","2021-05-17","2023-09-25"
"2021-0292-CHN","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,NULL,"No","No","No",NULL,"Kph","2021-05-22","2021-05-22","2021-05-25","2023-09-25"
"2021-0293-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","6.1","Moment Magnitude","2021-05-21","2021-05-21","2021-05-25","2023-09-25"
"2021-0295-BGD","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No","150","Kph","2021-05-25","2021-05-29","2021-06-21","2023-09-25"
"2021-0295-IND","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Surge","No","No","No","155","Kph","2021-05-25","2021-05-29","2021-06-21","2023-09-25"
"2021-0302-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-05-25","2021-05-25","2021-06-21","2023-09-25"
"2021-0308-BTN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-06-16","2021-06-17","2021-06-22","2023-09-25"
"2021-0308-NPL","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-06-16","2021-06-17","2021-06-22","2023-09-25"
"2021-0316-IND","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-06-01","2021-06-30","2021-06-22","2023-09-25"
"2021-0323-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,"Tsunami/Tidal wave","No","No","No","5.9","Moment Magnitude","2021-06-16","2021-06-16","2021-06-22","2023-09-25"
"2021-0327-LAO","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No",NULL,"Kph","2021-06-13","2021-06-13","2021-07-09","2023-09-25"
"2021-0327-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No","90","Kph","2021-06-12","2021-06-13","2021-06-22","2023-09-25"
"2021-0329-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.1","Moment Magnitude","2021-06-10","2021-06-10","2021-06-23","2023-09-25"
"2021-0339-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2021-06-01","2021-06-03","2021-06-23","2023-09-25"
"2021-0339-TWN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2021-06-04","2021-06-04","2021-07-09","2023-09-25"
"2021-0342-PAK","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,"Flood|Lightening","No","No","No",NULL,"Kph","2021-05-31","2021-06-01","2021-06-23","2023-09-25"
"2021-0366-IND","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-07-01","2021-07-01","2021-07-01","2023-09-25"
"2021-0370-CYP","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,"Heat wave","No","No","No",NULL,"Km2","2021-07-03","2021-07-05","2021-07-05","2023-09-25"
"2021-0372-JPN","No","nat-hyd-mmw-mud","Natural","Hydrological","Mass movement (wet)","Mudslide","Heavy rains",NULL,"No","No","No",NULL,NULL,"2021-07-03","2021-07-05","2021-07-05","2023-09-25"
"2021-0376-PHL","No","nat-geo-vol-vol","Natural","Geophysical","Volcanic activity","Volcanic activity (General)",NULL,NULL,"No","No","No",NULL,NULL,"2021-07-01","2021-07-23","2021-07-05","2023-09-25"
"2021-0379-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-07-05","2021-07-07","2021-07-07","2023-09-25"
"2021-0380-CHN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-06-28","2021-07-02","2021-07-07","2023-09-25"
"2021-0381-NPL","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Monsoon rains","Slide (land, mud, snow, rock)","No","No","No","111105.91","Km2","2021-07-01","2021-07-07","2021-07-07","2023-09-25"
"2021-0400-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-05-20","2021-06-03","2021-07-09","2023-09-25"
"2021-0403-TJK","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.9","Moment Magnitude","2021-07-10","2021-07-10","2021-07-12","2023-09-25"
"2021-0405-JPN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-07-10","2021-07-12","2021-07-12","2023-09-25"
"2021-0413-KGZ","No","nat-hyd-mmw-mud","Natural","Hydrological","Mass movement (wet)","Mudslide","Heavy rains",NULL,"No","No","No",NULL,NULL,"2021-07-12","2021-07-13","2021-07-15","2023-09-25"
"2021-0413-UZB","No","nat-hyd-mmw-mud","Natural","Hydrological","Mass movement (wet)","Mudslide","Heavy rains",NULL,"No","No","No",NULL,NULL,"2021-07-12","2021-07-13","2021-07-15","2023-09-25"
"2021-0419-IND","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Monsoon rain","Collapse|Rain","No","No","No",NULL,NULL,"2021-07-17","2021-07-18","2021-07-19","2023-09-25"
"2021-0423-OMN","No","nat-met-sto-lig","Natural","Meteorological","Storm","Lightning/Thunderstorms",NULL,"Flood","No","No","No",NULL,"Kph","2021-07-15","2021-07-16","2021-07-20","2023-09-25"
"2021-0428-CHN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Tropical cyclone 'Cempaka'",NULL,"No","No","No",NULL,"Km2","2021-06-01","2021-08-30","2021-07-22","2023-09-25"
"2021-0429-PAK","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,"Flood|Lightening","No","No","No",NULL,"Kph","2021-07-19","2021-07-22","2021-07-22","2023-09-25"
"2021-0430-IRN","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,"Flood|Lightening","No","No","No",NULL,"Kph","2021-07-14","2021-07-21","2021-07-22","2023-09-25"
"2021-0432-TJK","No","nat-hyd-mmw-mud","Natural","Hydrological","Mass movement (wet)","Mudslide","Heavy rains",NULL,"No","No","No",NULL,NULL,"2021-07-19","2021-07-20","2021-07-22","2023-09-25"
"2021-0435-IND","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Monsoon rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-06-01","2021-09-30","2021-07-26","2023-09-25"
"2021-0449-YEM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-07-16","2021-08-07","2021-07-28","2024-04-23"
"2021-0451-MMR","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No","126118.62","Km2","2021-07-21","2021-07-29","2021-07-28","2023-09-25"
"2021-0453-AFG","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,NULL,"No","No","No","11286.4","Km2","2021-07-28","2021-07-29","2021-07-29","2023-09-25"
"2021-0454-TUR","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,"Heat wave","No","No","No",NULL,"Km2","2021-07-28","2021-08-07","2021-07-29","2023-09-25"
"2021-0455-BGD","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-07-27","2021-08-03","2021-07-29","2023-09-25"
"2021-0456-PAK","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-07-28","2021-07-29","2021-07-29","2024-10-28"
"2021-0458-IND","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,NULL,"No","No","No",NULL,"Km2","2021-07-28","2021-07-29","2021-07-29","2023-09-25"
"2021-0474-PRK","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NULL,NULL,"No","No","No",NULL,"Km2","2021-08-07","2021-08-09","2021-08-09","2023-09-25"
"2021-0494-TUR","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Torrential rains",NULL,"No","No","No",NULL,"Km2","2021-07-21","2021-07-21","2021-08-11","2023-09-25"
"2021-0498-CHN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No","176","Kph","2021-07-21","2021-07-28","2021-08-12","2023-09-25"
"2021-0500-IND","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains","Collapse","No","No","No",NULL,NULL,"2021-08-11","2021-08-11","2021-08-12","2023-09-25"
"2021-0501-TUR","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-08-10","2021-08-16","2021-08-12","2023-09-25"
"2021-0507-CHN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-08-12","2021-08-13","2021-08-13","2023-09-25"
"2021-0508-JPN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-08-11","2021-08-16","2021-08-13","2024-10-28"
"2021-0509-MNG","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,NULL,"No","No","No",NULL,"Km2","2021-06-28","2021-07-29","2021-08-13","2023-09-25"
"2021-0524-MYS","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-08-17","2021-08-19","2021-08-19","2023-09-25"
"2021-0530-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-08-19","2021-08-30","2021-08-23","2024-04-23"
"2021-0578-KOR","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No",NULL,"Kph","2021-08-23","2021-08-24","2021-09-15","2024-04-23"
"2021-0584-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-09-13","2021-09-14","2021-09-15","2023-09-25"
"2021-0585-IND","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Broken Dam/Burst bank","No","No","No",NULL,"Km2","2021-09-13","2021-09-15","2021-09-15","2023-09-25"
"2021-0587-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.4","Moment Magnitude","2021-09-16","2021-09-16","2021-09-16","2023-09-25"
"2021-0591-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-09-07","2021-09-17","2021-09-17","2023-09-25"
"2021-0594-KHM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-09-15","2021-09-17","2021-09-17","2023-09-25"
"2021-0595-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2021-09-06","2021-09-08","2021-09-17","2024-08-27"
"2021-0595-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2021-09-12","2021-09-12","2021-09-17","2023-09-25"
"2021-0596-PAK","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NULL,"Lightening|Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-09-11","2021-09-13","2021-09-17","2023-09-25"
"2021-0605-NPL","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Lightening|Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-09-02","2021-09-06","2021-09-17","2023-09-25"
"2021-0609-THA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rain",NULL,"No","No","No",NULL,"Km2","2021-08-27","2021-08-31","2021-09-17","2023-09-25"
"2021-0612-THA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains, Tropical storm Dianmu","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-09-19","2021-10-06","2021-09-20","2023-09-25"
"2021-0630-IND","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No","90","Kph","2021-09-26","2021-09-29","2021-09-29","2023-09-25"
"2021-0632-VNM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains, tropical cyclone DIANMU","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-09-23","2021-09-27","2021-09-29","2024-04-23"
"2021-0645-IND","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2021-10-03","2021-10-03","2021-11-05","2023-09-25"
"2021-0645-IRN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2021-10-01","2021-10-03","2021-10-05","2023-09-25"
"2021-0645-OMN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","Formed by the remnants of tropical cyclone GULAB","Flood|Slide (land, mud, snow, rock)","No","No","No","102","Kph","2021-10-03","2021-10-03","2021-10-05","2023-09-25"
"2021-0653-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-10-05","2021-10-06","2021-10-08","2023-09-25"
"2021-0654-PAK","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,"Slide (land, mud, snow, rock)","No","No","Yes","5.9","Moment Magnitude","2021-10-07","2021-10-07","2021-10-08","2023-09-25"
"2021-0655-CHN","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,"Storm","No","No","No",NULL,"Kph","2021-10-02","2021-10-05","2021-10-08","2023-09-25"
"2021-0664-HKG","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2021-10-08","2021-10-10","2021-10-11","2023-09-25"
"2021-0664-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2021-10-04","2021-10-06","2021-10-11","2023-09-25"
"2021-0669-CHN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rainfall and convective storms",NULL,"No","No","No",NULL,"Km2","2021-10-02","2021-10-07","2021-10-12","2023-09-25"
"2021-0670-HKG","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2021-10-13","2021-10-14","2021-10-14","2024-04-23"
"2021-0670-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Slide (land, mud, snow, rock)","No","No","No","102","Kph","2021-10-11","2021-10-12","2021-10-12","2023-09-25"
"2021-0674-KHM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-10-12","2021-10-15","2021-10-15","2023-09-25"
"2021-0674-THA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-10-12","2021-10-15","2021-10-15","2023-09-25"
"2021-0675-GEO","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-09-22","2021-09-24","2021-10-15","2023-09-25"
"2021-0677-IND","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-10-11","2021-10-20","2021-10-18","2023-09-25"
"2021-0681-IND","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rain","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-10-18","2021-10-19","2021-10-21","2023-09-25"
"2021-0681-NPL","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NULL,"Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-10-16","2021-10-22","2021-10-21","2023-09-25"
"2021-0682-PHL","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NULL,"Surge","No","No","No",NULL,"Km2","2021-10-10","2021-10-10","2021-10-21","2023-09-25"
"2021-0686-MYS","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-10-20","2021-10-22","2021-10-22","2023-09-25"
"2021-0695-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heav rains",NULL,"No","No","No",NULL,"Km2","2021-10-27","2021-10-28","2021-10-29","2024-04-23"
"2021-0696-KHM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-10-25","2021-10-27","2021-10-29","2023-09-25"
"2021-0698-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2021-10-22","2021-10-27","2021-10-29","2023-09-25"
"2021-0705-IRQ","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Lightening|Storm","No","No","No",NULL,"Km2","2021-10-29","2021-10-30","2021-11-02","2023-09-25"
"2021-0709-PAK","No","nat-bio-epi-vir","Natural","Biological","Epidemic","Viral disease",NULL,NULL,"No","No","No",NULL,"Vaccinated","2021-10-08","2021-10-21","2021-11-02","2023-09-25"
"2021-0714-LKA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Lightening","No","No","No",NULL,"Km2","2021-10-25","2021-11-04","2021-11-04","2023-09-25"
"2021-0719-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-11-04","2021-11-04","2021-11-05","2023-09-25"
"2021-0720-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.1","Moment Magnitude","2021-10-16","2021-10-16","2021-11-05","2023-09-25"
"2021-0722-IND","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-11-06","2021-11-08","2021-11-08","2023-09-25"
"2021-0722-LKA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-11-06","2021-11-07","2021-11-09","2023-09-25"
"2021-0732-CHN","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,NULL,"No","No","No",NULL,"Kph","2021-11-05","2021-11-09","2021-11-09","2023-09-25"
"2021-0738-IRN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","6.3","Moment Magnitude","2021-11-14","2021-11-14","2021-11-16","2023-09-25"
"2021-0748-IND","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Broken Dam/Burst bank","No","No","Yes",NULL,"Km2","2021-11-18","2021-11-19","2021-11-23","2023-09-25"
"2021-0763-VNM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2021-11-27","2021-11-30","2021-11-30","2023-09-25"
"2021-0768-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-11-19","2021-11-25","2021-12-01","2023-09-25"
"2021-0776-IDN","No","nat-geo-vol-pyr","Natural","Geophysical","Volcanic activity","Pyroclastic flow",NULL,NULL,"No","No","Yes",NULL,NULL,"2021-12-04","2021-12-09","2021-12-06","2023-09-25"
"2021-0777-IND","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No","100","Kph","2021-12-04","2021-12-06","2021-12-06","2023-09-25"
"2021-0779-THA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-11-29","2021-12-02","2021-12-06","2023-09-25"
"2021-0788-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains and high tides, and exacerbated by La Nina",NULL,"No","No","No",NULL,"Km2","2021-12-05","2021-12-07","2021-12-08","2023-09-25"
"2021-0801-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","7.3","Moment Magnitude","2021-12-14","2021-12-14","2021-12-15","2024-04-23"
"2021-0813-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No","240","Kph","2021-12-16","2021-12-17","2021-12-16","2023-09-25"
"2021-0813-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2021-12-19","2021-12-19","2022-01-03","2023-09-25"
"2021-0818-IRQ","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2021-12-16","2021-12-17","2021-12-17","2023-09-25"
"2021-0821-MYS","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains, Tropical Depression TWENTYNINE",NULL,"No","No","No",NULL,"Km2","2021-12-17","2022-01-03","2021-12-20","2023-09-25"
"2021-0823-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","Yes",NULL,"Km2","2021-12-18","2021-12-19","2021-12-21","2023-09-25"
"2021-0829-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.7","Moment Magnitude","2021-12-24","2021-12-24","2022-01-03","2024-04-23"
"2021-0829-LAO","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.7","Moment Magnitude","2021-12-24","2021-12-24","2022-01-03","2023-09-25"
"2021-0835-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NULL,NULL,"No","No","No",NULL,"Km2","2021-12-31","2022-01-04","2022-01-04","2023-09-25"
"2021-0846-PAK","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Monsoonal rain",NULL,"No","No","No",NULL,"Km2","2021-07-01","2021-09-30","2022-03-02","2023-09-25"
"2021-9078-CHN","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","Below-average precipitation",NULL,"No","No","No",NULL,"Km2","2021-01-01","2021-12-31","2021-02-10","2023-09-25"
"2021-9116-AFG","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","Low rain- and snowfall, La nina","Food shortage","No","No","Yes",NULL,"Km2","2021-01-01","2023-05-01","2021-03-02","2023-09-25"
"2021-9459-KAZ","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,"Heat wave","No","No","No",NULL,"Km2","2021-06-01","2021-07-01","2021-07-29","2023-09-25"
"2021-9510-IRN","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,NULL,"No","No","No",NULL,"Km2","2021-01-01","2022-08-01","2021-08-13","2024-04-23"
"2021-9548-IRQ","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,"Heat wave","No","No","No",NULL,"Km2","2021-01-01","2023-08-01","2021-08-27","2023-09-25"
"2021-9548-SYR","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","Poor precipitation, abnormally high air temperatures","Food shortage","No","No","No",NULL,"Km2","2021-01-01","2022-07-01","2021-08-27","2023-09-25"
"2022-0001-CHN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2022-01-03","2022-01-03","2022-01-04","2023-09-25"
"2022-0002-IRN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains",NULL,"No","No","No",NULL,"Km2","2022-01-01","2022-01-04","2022-01-05","2023-09-25"
"2022-0004-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.4","Moment Magnitude","2022-01-02","2022-01-02","2022-01-05","2023-09-25"
"2022-0011-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2022-01-10","2022-01-11","2022-01-12","2023-09-25"
"2022-0012-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.6","Moment Magnitude","2022-01-10","2022-01-10","2022-01-12","2023-09-25"
"2022-0014-PAK","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Cold wave|Snow/ice","No","No","No",NULL,"Kph","2022-01-07","2022-01-08","2022-01-12","2023-09-25"
"2022-0027-AFG","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.3","Moment Magnitude","2022-01-17","2022-01-17","2022-01-19","2023-09-25"
"2022-0034-SYR","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Cold wave","No","No","No",NULL,"Kph","2022-01-18","2022-01-25","2022-01-20","2023-09-25"
